,label,message,label_num,Length
5136,ham,there are some nice pubs near here or there is frankie n bennys near the warner cinema,0,87
5002,spam,cds 4u congratulations ur awarded å£500 of cd gift vouchers or å£125 gift guaranteed  freeentry 2 å£100 wkly draw xt music to 87066 tncs wwwldewcom1win150ppmx3age16 ,1,169
2708,ham,nah im a perpetual dd,0,23
3306,ham,set a place for me in your heart and not in your mind as the mind easily forgets but the heart will always remember wish you happy valentines day,0,148
1136,spam,dont forget you can place as many free requests with 1stchoicecouk as you wish for more information call 08707808226,1,120
3672,ham,moji just informed me that you saved our lives thanks,0,55
4435,ham,housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand,0,166
5555,ham,yeh indians was nice tho it did kane me off a bit he he we shud go out 4 a drink sometime soon mite hav 2 go 2 da works 4 a laugh soon love pete x x,0,153
4309,spam,someone u know has asked our dating service 2 contact you cant guess who call 09058091854 now all will be revealed po box385 m6 6wu,1,134
4885,ham,or just do that 6times,0,22
1891,ham,probably earlier than that if the stations where i think it is,0,63
157,ham,hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of meare you missing me ,0,157
3110,ham,short but cute   be a good person ,0,36
4166,ham,are you at work right now ,0,27
4231,ham,im at home please call,0,24
724,ham,the world is running and i am stillmaybe all are feeling the sameso be itor i have to admiti am madthen where is the correctionor let me call this is lifeand keep running with the worldmay be u r also runninglets run,0,226
2786,ham,cthen i thk shd b enuff still got conclusion n contents pg n references ill b doing da contents pg n cover pg,0,116
2699,ham,oh baby of the house how come you dont have any new pictures on facebook,0,73
272,spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more infowww100percentrealcom,1,155
219,ham,yeah you should i think you can use your gt atm now to register not sure but if theres anyway i can help let me know but when you do be sure you are ready,0,159
3033,ham,get ready for  ltgt  inches of pleasure,0,47
211,ham,home so we can always chat,0,26
39,ham,hello hows you and how did saturday go i was just texting to see if youd decided to do anything tomo not that im trying to invite myself or anything,0,155
4952,ham,i lost 4 pounds since my doc visit last week woot woot now im gonna celebrate by stuffing my face,0,100
4471,spam,3 you have received your mobile content enjoy,1,47
4896,ham,i cant pick the phone right now pls send a message,0,51
1667,ham,so now my dad is gonna call after he gets out of work and ask all these crazy questions,0,88
3711,ham,wat u doing there,0,18
4043,ham,yes my reg is  ciao,0,21
1620,ham,fuck babe i miss you sooooo much  i wish you were here to sleep with me  my bed is so lonely  i go now to sleep  to dream of you my love ,0,154
3008,spam,updatenow  12mths half price orange line rental 400minscall mobileupd8 on 08000839402 or call2optoutj5q,1,110
3156,ham,havent shopping now lor i juz arrive only,0,41
3523,ham,yeah thatd pretty much be the best case scenario,0,49
3098,ham,ok i din get ur msg,0,25
571,ham,do you know where my lab goggles went,0,37
4059,spam,this weeks savamob member offers are now accessible just call 08709501522 for details savamob pobox 139 la3 2wu only å£150week savamob  offers mobile,1,159
3935,ham,they r giving a second chance to rahul dengra,0,46
3550,ham,i love you both too ,0,23
1259,ham,we have sent jd for customer service cum accounts executive to ur mail id for details contact us,0,97
1048,ham,i walked an hour 2 c u doesnåõt that show i care y wont u believe im serious,0,78
4701,ham,anytime,0,10
4283,ham,yes i come to nyc for audiitions and am trying to relocate,0,60
750,spam,do you realize that in about 40 years well have thousands of old ladies running around with tattoos,1,102
3784,ham,let me know if you need anything else salad or desert or something how many beers shall i get,0,98
1297,ham,k so am i how much for an 8th fifty,0,38
4128,ham,me im not workin once i get job,0,36
5295,ham,alex says hes not ok with you not being ok with it,0,51
832,spam,dear voucher holder to claim this weeks offer at you pc please go to httpwwwetlpcoukexpressoffer tscs apply to stop texts txt stop to 80062,1,152
3496,ham,oh the grand is having a bit of a party but it doesnt mention any cover charge so its probably first come first served,0,121
4930,ham,good morning my boytoy hows those yummy lips  wheres my sexy buns now  what do you do  do you think of me  do you crave me  do you need me ,0,149
1495,ham,hey gals anyone of u going down to e driving centre tmr,0,58
2452,ham,okay ive seen it so i should pick it on friday,0,50
2000,ham,but ill b going 2 sch on mon my sis need 2 take smth,0,55
3538,ham,what happen dear why you silent i am tensed,0,45
1414,ham,so wats ur opinion abt him and how abt is character,0,52
4895,ham,2 and half years i missed your friendship,0,44
2905,ham,helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng,0,125
2226,ham,if you have belive me come to my home,0,39
4048,ham,yeah thats the impression i got,0,32
494,ham,are you free nowcan i call now,0,32
369,ham,cool text me when youre ready,0,31
5352,ham,good morning princess have a great day,0,40
1916,ham,fffff can you text kadeem or are you too far gone,0,50
1654,ham,wishing you and your family merry x mas and happy new year in advance,0,75
5256,ham,well shes in for a big surprise,0,33
3154,ham,ok,0,5
2696,ham,nope but im going home now then go pump petrol lor like going 2 rain soon,0,80
1546,ham,shant disturb u anymore jia you,0,37
419,spam,send a logo 2 ur lover  2 names joined by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ads 150p,1,159
4015,ham,in which place i can get rooms cheap,0,39
5512,ham,just making dinner you ,0,25
896,ham,hope you are having a good week just checking in,0,49
2222,ham,great i was getting worried about you just know that a wonderful and caring person like you will have only the best in life know that u r wonderful and gods love is yours,0,175
4814,ham,ìï no home work to do meh ,0,29
665,ham,en chikku nange bakra msg kalstiyathen had teacoffee,0,56
4467,ham,much better now thanks lol,0,26
3019,ham,i thank you so much for all you do with selflessness i love you plenty,0,72
4086,spam,private your 2003 account statement for 07973788240 shows 800 unredeemed s i m points call 08715203649 identifier code 40533 expires 311004,1,148
4934,ham,hey babe hows it going  did you ever figure out where your going for new years ,0,83
1724,ham,there bold 2  ltgt  is that yours,0,39
4180,ham,ok da i already planned i wil pick you,0,41
26,ham,lol your always so convincing,0,30
3862,spam,oh my god ive found your number again im so glad text me back xafter this msgs cst std ntwk chg å£150,1,107
5456,spam,for the most sparkling shopping breaks from 45 per person call 0121 2025050 or visit wwwshortbreaksorguk,1,112
5549,ham,you know wot people wear t shirts jumpers hat belt is all we know we r at cribbs,0,87
2350,ham,you will be in the place of that man,0,36
5386,ham,im at work please call,0,24
1754,ham,how is your schedule next week i am out of town this weekend,0,62
1938,ham,excellent are you ready to moan and scream in ecstasy,0,55
3345,ham,ure welcome caught u using broken english again,0,54
614,ham,i called and said all to himthen he have to choose this future,0,65
4939,ham,ìï go home liao ask dad to pick me up at 6,0,46
2821,spam,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,1,152
3591,ham,i anything lor,0,17
4301,ham,aiyar hard 2 type u later free then tell me then i call n scold n tell u,0,74
5501,spam,private your 2003 account statement for 07808247860 shows 800 unredeemed s i m points call 08719899229 identifier code 40411 expires 061104,1,148
3464,ham,haha figures well i found the piece and priscillas bowl,0,57
1289,ham,heygreat dealfarm tour 9am to 5pm 95pax 50 deposit by 16 may,0,70
4601,ham,hey j r u feeling any better,0,30
3272,ham,just finished eating got u a plate not leftovers this time,0,61
3114,ham,i wait 4 ì inside da car park,0,33
2173,ham,hiya had a good day have you spoken to since the weekend,0,59
4783,ham,indeed and by the way it was either or  not both ,0,51
1178,ham,im outside islands head towards hard rock and youll run into me,0,66
1643,ham,u will switch your fone on dammit,0,35
5007,ham,go fool dont cheat others ok,0,28
1376,ham,auntie huai juan never pick up her phone,0,40
3137,ham,wat r u doing now,0,18
1402,ham,you have registered sinco as payee log in at icicibankcom and enter urn  ltgt  to confirm beware of frauds do not share or disclose urn to anyone,0,155
516,spam,boltblue tones for 150p reply poly or mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come with me or stop 4 more tones txt more,1,146
4668,ham,when i was born god said oh no another idiot when you were born,0,70
297,ham,hurt me tease me make me cry but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u have a nice day bslvyl,0,153
5571,ham,rofl its true to its name,0,26
233,ham,yeshere tv is always available in work place,0,48
85,ham,i call you later dont have network if urgnt sms me,0,55
3532,ham,sorry ill call later,0,22
753,ham,when did you get to the library,0,31
144,ham,yes see ya not on the dot,0,25
698,ham,mum ask ì to buy food home,0,30
3167,ham,ugh hopefully the asus ppl dont randomly do a reformat,0,55
1001,spam,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed å£1000 cash or å£5000 prize,1,149
3969,ham,thats the trouble with classes that go well  youre due a dodgey one û expecting mine tomo see you for recovery same time same place ,0,140
5147,spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth å£3350 only with the scotsman this saturday to stop go2 notxtcouk,1,156
